otel_adi,yorum,hizmet,tarih,puan
ASPAT HOTEL BODRUM Beach Restaurant,Bodrum Aspatta kalabileceğiniz güvenilir en güzel yerlerden bir tanesidir. Kendileri çok ilgili halden anlayan bir tavırla misafirlerle işlerini yapıyorlar. Kendilerine ait havuzunun olmasıda ayrıcacılıklı kılıyor. Deniz bey ve ekibine teşekkür ediyorum.,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 4 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Gayet konforlu bir hotel kahvaltısı son derece mükemmel deniz bey ve Ali beye çok teşekkür ederiz iyiki aspat hoteli tercih etmişiz,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz · Çocuklar için uygun · Büyük fırsat",Google üzerinde 4 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Eşim ve kızımla 3 gece kaldık personel çok yardımsever çok ilgiliydiler denize yürüme mesafesinde flyat petformans oteli,Otelde öne çıkanlarMuhteşem manzara · Romantik · Sessiz · Çocuklar için uygun · Büyük fırsat,Google üzerinde bir ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,"İyi niyetli insanlar ama otelin tadilata ihtiyacı var, banyonun lavabo kısmında 2 gider olmamasından koku vardı rahatsız ediciydi","Odalar3,0Hizmet4,0Konum2,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 3 ay önce,2/5
ASPAT HOTEL BODRUM Beach Restaurant,Konum olarak harika manzarası çok iyi sadece biraz yenilenmesi lazım bu fiyata alınabilecek en iyi otellerden,Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz · Çocuklar için uygun · Büyük fırsat,Google üzerinde bir ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Temmuz ayında 1 hafta kaldık fiyat performans olarak çok iyi denize çok yakın kendi havuzu var. Personel çok ilgili deniz bey çok mütavazi👍👍,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 6 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Personeller çok saygılı ve misafirlere yardımcı olmak için ellerinden geleni yapıyorlar. Özellikle Ali beye teşekkür ederim.,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Odalar mükemmel personel güler yüzlü ali bey ve deniz beye ilgilerinden dolayı çok teşekkür ederiz en kısa zamanda görüşmek dileğiyle,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Çocuklar için uygun · Büyük fırsat",Google üzerinde 3 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,GAYET güzel sakin bir hotel personelin ilgisi mükemmel herseyimize koştu saolsun Ali beye çok teşekkür ederiz Ankaradayım is için geldim tatil içinde bu hoteli tercih edeceğim,"Odalar5,0Hizmet5,0Konum4,0",Google üzerinde 4 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Mükemmel bir hizmet ali beye çok teşekkür ederiz bizi yonlendirdikleri plaj gayet güzel ve mükemmeldi deniz beye ali beye tekrardan teşekkür ederiz en kısa sürede bidaha gelecegiz,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 3 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,"Akyarlar‘ın en iyi oteli
Hem denize yakınlığı
Hem oda konforu
Hem personelin güler yüzlülüğü
Kesinlikle tavsiye ederim","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 2 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,2 GUN KONAKLAMA YAPTIM 104 NUMARALI ODADA KALDIM ALİ BEYE COK TEŞEKKÜR EDERİM ODALAR GAYET KONFORLU VE TEMİZLİK ACISINDAN MUHTEŞEM OTELIN KONUMU DENIZ MANZARALI MUHTEŞEM BIR YER KAHVALTISI VE PERSONELER GAYET ILGILENIYORLAR TEŞEKKÜR EDERIZ HERSEY ICIN,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 4 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,"Bir yıldızı bile hak etmeyen bir sözde” Otel”.
Daha önce sayısız otellerde konaklama şansı buldum ancak böylesi kadar kötüsüne denk gelmedim. Lütfen gitmeyin. Öğrenci evleri bile konakladığımız odadan temiz. Ne temizlik var ne hizmet var ne sıcak su. Geç saatte check-in yapmasaydım asla konaklamak istemezdim. Yanıltıcı görsellerle insanları kandırmanız doğru değil. Konaklamam için bana para verseler bile tekrar kalmam","Odalar1,0Hizmet1,0Konum1,0
OdalarVasat durumda
Yiyecek ve içeceklerHiçbir imkan yok",Google üzerinde 9 ay önce,1/5
ASPAT HOTEL BODRUM Beach Restaurant,Temizliği güzel manzarası oldukça güzl Herkese tavsıye ederim ilğilenen arkadaşlara teşekkürler ayrıca Deniz beye teşekkür ederim,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 5 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Mükemel bir hotel tatil için geldik baya memnun kaldık ali beye teşekür ederiz,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,"Eşim ve 5 aylık bebeğimizle gittiğimiz bu otel, tatilimizi ne yazık ki büyük bir hayal kırıklığına dönüştürmüştür. İlk gün konakladığımız odanın klimasından yanık kokusu gelmesi sebebiyle durumu hemen ilettik ve bu odada kalamayacağımızı belirttik. Bu şikayetimize karşılık olarak, müşteri memnuniyeti adı altında 1 gecelik ücretimiz iade edildi. Bu noktaya kadar yapılan yaklaşımı makul karşıladık; ancak sonrasında yaşananlar kabul edilemez seviyededir.
Aynı gece saat 23:30 civarında odamızın kapısı çalınarak klimacı yönlendirildiği bildirildi. 5 dakikalık bir işlem olacağı söylendi, ancak teknik görevlinin “sigorta kutusunda sorun var” diyerek başlattığı işlem yaklaşık 45 dakika sürdü. Bu süre zarfında 5 aylık bebeğimizi gece yarısı otel dışına çıkarmak zorunda kaldık. Bebeğimiz gece boyunca uyuyamadı ve ciddi şekilde huzursuz oldu.
Otel yönetimi ertesi gün farklı bir oda tahsis edileceğini belirtti. Ancak biz denizden dönüp oda değişikliği için resepsiyona geldiğimizde, işletmeci olduğunu söyleyen Deniz Bey, bu saatte oda değişikliği yapılamayacağını, konuya dair hiçbir destek veremeyeceğini ifade etti. ""Dalgamı mı geçiyorsunuz?"" şeklindeki ifademi gerekçe göstererek bizi otelden kovmakla tehdit etti. Hatta ses tonunu yükselterek ""bedava konakladığımızı"", ""tavrımıza katlanamayacağını"" belirtti ve oldukça saygısız ve tehditkâr bir yaklaşım sergiledi.
Tarafımızdan hiçbir şekilde hakaret, aşağılama ya da fiziksel/psikolojik tehdit olmamasına rağmen, işletmecinin profesyonellikten uzak, öfke kontrolünü sağlayamayan yaklaşımı hem aile huzurumuzu hem de tatilimizi ciddi biçimde zedelemiştir. Kendisine turizm sektöründe çalıştığımızı ve konaklamamızın ücretsiz olmadığını, sadece mağduriyetimizin kısmen giderildiğini söylediğimizde, sergilediği tavır daha da saygısız bir hâl aldı.
Ne yazık ki, bu tarz işletmeler ve bu seviyedeki yöneticiler ülkemiz turizmi için büyük bir imaj kaybıdır. Konaklama sektöründe minimum beklentimiz, hizmet kalitesinin yanında saygılı ve çözüm odaklı bir yaklaşımdır. Bu otel, bırakın çözüm sunmayı, aile olarak saygı görmekten bile yoksun kaldığımız bir deneyim yaşatmıştır.
Tüm ailelere özellikle bebekli veya çocuklu misafirlerin bu işletmeyi dikkatle değerlendirmelerini şiddetle tavsiye ederim.","Odalar1,0Hizmet1,0Konum1,0",Google üzerinde bir yıl önce,1/5
ASPAT HOTEL BODRUM Beach Restaurant,"Hersene olduğu gibi bu sene de tercihimiz burası oldu, çok memnun kaldık odalar çok temiz ,bakımlı. 2çocukla çok rahat ettik. Havuzu çocukların oynaması için çok ideal ve temizdi. Kahvaltısı da geçen seneye göre daha da güzelleşmiş çeşitler artmış. Kısaca biz memnun kaldık.","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir yıl önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,Mükemmel bir hotel kız arkadaşlarımla tatil için geldik baya memnun kaldık,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Çocuklar için uygun · Büyük fırsat · İleri teknolojili",Google üzerinde 3 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,2 gece kaldık. Otel genel olarak yapısı gereği eski bir otel. Bu sebeple odalarda eski kalmış. Hem düzen olarak hem eşyalar olarak. Oda temizliği konusunda sorun yaşamadık. Sabahları kahvaltısı gayet yeterli. Kullanmak isteyenler için yeterli bir havuzu var. Denize gitmek isteyenler için akyarların güzel sahillerine yürüyerek çok rahat gidebilirsiniz arabanız varsa zaten daha da rahat gidebilirsiniz. Tamamen fiyat performan oteli. Beklentinizi ona göre tutarsanız memnun kalırsınız. Biz temiz olsun diyerek 2 gece kaldık. Temiz ve eksiksizdi. Zaten oteli yenileyip güzel bir tadilat yaparlarsa tabiki bu fiyatlara kalamazsınız. Resepsiyon çok kibar arkadaşlardan oluşuyor. Kaldığımız süreçte otel kitlesi gayet iyi insanlardan ve ailelerden oluşuyordu. Dediğim gibi beklentinizi fiyat performansa göre tutarsanız memnun ayrılmama şansınız yok.,"Odalar3,0Hizmet5,0Konum5,0",Google üzerinde 11 ay önce,5/5
ASPAT HOTEL BODRUM Beach Restaurant,AİLECEK TATİL İÇİN GELDİK GAYET MEMNUN KALDIK ÇOCUKLAR İÇİN OYUN ALANIN OLMASI GAYET İYİ MÜKEMEL MANZARALI BİR HOTEL HERKEZE TAVSİYE EDECEGİM,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 3 ay önce,5/5
