otel_adi,yorum,hizmet,tarih,puan
Ladonia Hotels Zemda,"Her yer bakımsız, her şey eski. Personel şikayetten bezmiş bir şey sorunca “ yapacak bir şey yok” diyorlar. Yönetimin hiç bir şey umrunda değil. Odalar ve havuz bakımsız, denize sıfır fakat sahil leş gibi. Havuzun suyu pislik içinde mazgallar kırık dökük eksik. Gitmeyin bedava çağırsalar da gitmeyin…","Odalar1,0Hizmet1,0Konum1,0",Google üzerinde bir ay önce,1/5
Ladonia Hotels Zemda,"Ailemle 3 gün konakladık ve çok memnun kaldık. Eğer sakin bir tatil geçirmek istiyorsanız mutlaka öneririm. Otelin konumu ve ambiyansı şahane, personel ilgili ve güler yüzlüydü.","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Ladonia Hotels Zemda,"GÜNCELLEME (13 Temmuz): Süreç maalesef daha da çirkin bir hal aldı. Bugün tekrar aradığımda bu kez de ""21 günden önce iade yapamayacaklarını"" söyleyerek süreci yine uzattılar. Önce ""günübirlik"", sonra ""ayın 1'i"" diyerek beni haftalarca oyaladıklarını, artık bu sözlere inanmadığımı ve yasal yollara/savcılığa başvurduğumu belirttiğimde ise telefondaki işletme yetkilileri/çalışanları tarafından ağır hakaretlere ve saygısızca küfürlere maruz kaldım.
İnsanı kendi parasıyla bu kadar rezil eden, mağdur eden ve üstüne bir de telefonda hakaret eden başka bir işletme görmedim. Paramı alana kadar yasal olarak sonuna kadar gideceğim. Kesinlikle ama kesinlikle kapısından bile geçmeyin, paranızla rezil olursunuz.","Odalar1,0Hizmet1,0Konum1,0",Google üzerinde bir ay önce düzenlendi,1/5
Ladonia Hotels Zemda,Oteli zaten bulmak çok zor navigasyon yanlış yönlendiriyor hiçbir odada temizlik iyi değil üç kere odamız değişti üçünde de bir sorunla karşılaştık birinde klima çalışmıyordu birinde örümcek ağ yapmıştı her yere havlular çok pisti fiyat performans olarak tercih edelim dedik ama hijyen bu kadar sıfır olacağını düşünmemiştik o da değiştirmek için bir oda önerdiler ve girdiğimiz oda dolu çıktı adam eşi ve çocuklarıylaydı ve çok rahatsız edici bir durum Perdelerin üzerinde sadece böcekler var odalar rutubet kokuyor 1 tl bile verilip kalınacak bir otel değil asla memnun kalmadım saat gece 1 hala problemimiz çözülmedi iade de alamadık çok mağdur olduk,"Odalar1,0Hizmet1,0Konum1,0",Google üzerinde bir ay önce,1/5
Ladonia Hotels Zemda,"Ladonia Hotels Zemda'da konaklamamızdan çok memnun kaldık. Otelin konumu harika, denizi ve manzarası çok güzeldi. Personel güler yüzlü ve ilgiliydi. Odalar temizdi, kahvaltı da oldukça lezzetliydi. Huzurlu ve keyifli bir tatil geçirmek isteyenlere tavsiye ederim. Teşekkürler!",,Tripadvisor üzerinde 2 ay önce,5/5
Ladonia Hotels Zemda,Böyle bir rezillik olamaz temizlik hijyen kahvaltı hiç birşey yok paranızı çöpe atmış olursunuz biz yandık siz yanmayın odalar pislik içinde odaya herlerştik yatağın içi kum dolu ilgili personel bile yok sezon olduğu için parayı yakıp başka yere gitmeyi düşündük dolu olduğu için mecbur kaldık ama hayatımın en kötü 3 gününü geçirdik müdür dedikleri bayan sadece oturup kahve içiyor ilgi alaka yok terbiyesiz,"Odalar1,0Hizmet1,0Konum1,0
Otelde öne çıkanlarSessiz
OdalarOdalar leş
GüvenlikDomuz ve kurtların içinde bir otel
Yiyecek ve içeceklerSadece kapalı su tüketin",Google üzerinde bir ay önce,2/5
Ladonia Hotels Zemda,DOLANDIRICI! yaptığım rezervasyonu günübirlik iptal etmeme rağmen ücreti günübirlik iade ediyoruz dediler ama yapmadılar. atekrar telefon açıp sorduğumda ayın 1 inde yapabiliyoruz dediler. ayın 6 sı oldu artık telefonlarımı açmıyorlar. …,,Tripadvisor üzerinde bir ay önce,1/5
Ladonia Hotels Zemda,Öncelikle otelin konumu Bodrum’da gün batımının en güzel izleyebileceğiniz yerde. Odalar gayet büyük ve temiz. Konaklamam boyunca personelin güleryüzlü ve ilgili oluşu tek kelimeyle muhteşemdi. Seneye tekrardan görüşmek üzere 😊,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Ladonia Hotels Zemda,"Kötü 3. Sınıf pansiyon odaları gibiydi. Temiz değildi. Odalarda nem, rutubet vardı, odalar, banyo çok eski ve bakımsızdı. Havlu , içme suyu vs hiç birşey yoktu.","Odalar1,0Hizmet1,0Konum3,0
OdalarEski, bakımsız, kötü hizmet",Google üzerinde bir ay önce,1/5
Ladonia Hotels Zemda,Doğayla iç içe ve yıllardır rahatlıkla tatilimizi yapabildiğimiz bir tesis.odalar temiz havuzu ve plajı çok güzel.personel gayet güleryüzlü.bizleri çok güzel ağırladılar 5 yıldız :)),"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
