otel_adi,yorum,hizmet,tarih,puan
Swissôtel Living Bodrum,"Bodrum'daki konaklamamız boyunca gösterilen ilgi ve özen için tüm ekibe teşekkür ederiz. Özellikle Pelin Hanım ve Nupella Hanım'ın profesyonel yaklaşımı ve güler yüzü ilk andan itibaren kendimizi özel hissetmemizi sağladı. Yiğit ve Ökkeş Bey her zaman yardımsever ve çözüm odaklıydı. Restoranda Osman Bey'in misafirlerle yakından ilgilenmesi ve kaliteli hizmet anlayışı da deneyimimizi daha da güzelleştirdi. Tüm ekibin emeğine teşekkür eder, başarılarının devamını dileriz.","Odalar5,0Hizmet5,0Konum4,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,"Bodrumda huzur ve sessizlik arayışındaysanız bu otele mutlaka gelin. Girişte sizi Alperen bey ve Pelin hanım ev konforunda karşılıyor. Tüm tatilimiz boyunca Yiğithan bey, Sinan bey ve Ömer bey bizimle ilgilendi. Personeli çok güler yüzlü ve ilgiliydi. Kaldığımız süre boyunca kendimizi evimizde hissettik. Herşey için Swissotel ve Swissotel Bodrum Living çalışanlarına çok teşekkür ederim.","Odalar5,0Hizmet5,0Konum4,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz",Google üzerinde bir ay önce,5/5
Swissôtel Living Bodrum,Hollanda’dan otele tatil için geldik Otelde konaklamamız çok güzel geçti ailecek çok keyifli vakit geçirdik otelde herkes çok güler yüzlü ve konaklamamızın iyi geçmesi için ellerinden gelen her şeyi yaptılar çok teşekkür ederiz Swissôtel living,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 3 hafta önce,5/5
Swissôtel Living Bodrum,"Başlangıçtan itibaren ilgi alaka çok güzeldi
Odalar temizdi restorant bölümleri de yemekler hijyenik ve lezzetliydi
Giriş ve çıkış işlemlerimizde yardımcı olan güler yüzlü ön büro müdürü Fatih bey ve ön büro ekibi Pelin Hanım ve Ela Hanım’a teşekkür ederim. Ayrıca otel dışına gideceğimiz restoranlara rezervasyon konusunda yardımcı olan, transferimizi sağlayan concierge ekip lideri Güney Bey’e teşekkür ederim","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz · Çocuklar için uygun",Google üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,Her sey harikaydi ozellikle calisanlarin ilgi alakasi mukemmeldi her seyi icin cok tesekkur ederiz. Denizin guzelligi odalarin temizligi otelin aktiviteleri keyfimizi ikiye katladi tam bir aile oteli . Bir daha gelecegiz,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara",Google üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,"Tatilimiz boyunca otelin muhteşem manzarası,şık ve konforlu odaları,kaliteli hizmet anlayışı ve sıcak atmosferi sayesinde çok keyifli bir deneyim yaşadık.İlk andan itibaren güler yüzle karşılandık ve konaklamamız boyunca kendimizi son …",,Tripadvisor üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,Bir hafta kaldık personel den müdürler şefler o kadar ilgi alakalı güler yüzlü cok naif hoş karşılandık he rkonuda çözğm odaklılardı bizm gibi couklu aileler için pek bişey yok oyun alanı vb gibi havuZ bölümlernde bar ve personel yoktu sürekli birilerini bulmak için restoran kısmına gidiyorduk onun haricinde ekip cok başarılı kahvltı yemekleri harikaydı herşey için tekrar tekrar teşekkürlerimi iletiyorum burdan,"Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,"Otelin en büyük problemi fiyat istikrarının olmaması
Aynı ürününe bir gün sonra iki kat rakam istiyorlar
Sebebini sorunca
Patron oteli diyorlar","Odalar4,0Hizmet2,0Konum1,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde bir ay önce,2/5
Swissôtel Living Bodrum,"Genel olarak konaklamamızdan memnun kaldık sessiz sakin bir konumda.Başta , Otel müdürümüz Mert bey , Ön bürodan Ela hanım, Ökkeş bey olmak üzere Tüm arkadaşlara teşekkür ederiz. Tekrar görüşmek üzere","Odalar4,0Hizmet4,0Konum4,0
Otelde öne çıkanlarSessiz",Google üzerinde 2 ay önce,4/5
Swissôtel Living Bodrum,Herşey çok kaliteli ve mükemmeldi.Çalışanların güleryüzlü olması çok iyi hissettiriyordu. Odalar çok temiz ve konforluydu. En kısa zamanda tekrar gelmek isteriz.,,Tripadvisor üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,"Ela Hanım,
Güney bey,
Pelin Hanım,
Ökkeş bey ve Mert bey e özel ilgilerinden dolayı teşekkür ederiz🙏❤️ Hastalandım tüm ekip koşturdu, Swiss e puanım 10/11 gerçekten.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz · Çocuklar için uygun · Büyük fırsat · İleri teknolojili",Google üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,Swiss otelin sıkı müşterisiyim Gündoğan swiss living moi beach’e her yaz sürekli geliyorum bugüne kadar aldığım swiss beachlerinden en hızlı en kibar çalışanları moi’de özellikle Baran bey servis ve iletişimde muhteşem kendisine çok teşekkür ederiz,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Çocuklar için uygun …Devamı",Google üzerinde bir ay önce,5/5
Swissôtel Living Bodrum,Tatile gittiğimiz tarihte profesyonel bir restoran ekibi yoktu otel konum olarak güzel fakat hizmet olarak zayıf,"Odalar4,0Hizmet3,0Konum3,0
Otelde öne çıkanlarMuhteşem manzara · Sessiz · Çocuklar için uygun",Google üzerinde bir ay önce,3/5
Swissôtel Living Bodrum,Ela hanım Güney Bey Pelin Hanım Ökkeş Bey Ömer Bey'e ilgilerinden dolayi çok teşekkür ederim öncelikle muazzam bir tatil yeri herkese öneririm,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,5/5
Swissôtel Living Bodrum,"6 gün konakladık resepsiyonda bizi ikramlarıyla karşılayan fatih beye güler yüzü, pozitif enerjisi ve ilgi alakası için teşekkür ederim. Daha sonra her konuda bize yardımcı olan yine güler yüzünü hiç eksik etmeyen ökkeş bey’e de teşekkürlerimi sunarım. Ayrıca mutfak ekibinize de teşekkür ediyorum. Şeflerimizin eline emeğine sağlık her şey çok lezzetli ve çeşitliydi. Otel ise odası ve havuzları vs ile tertemizdi. Her gün gelip odamız oldukça güzel temizleniyordu. Eleştiri olarak ise oda servisinin geliştirilmesi gerektiğini düşünüyorum aramadan maalesef gelmiyorlar, geldiklerinde ise çok geç geliyorlar. Onun dışında otelden oldukça memnun ayrılıyoruz her şey için tekrar teşekkürlerimizi sunuyoruz 🙏","Odalar5,0Hizmet4,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Sessiz",Google üzerinde 11 ay önce,5/5
Swissôtel Living Bodrum,"Oteli değerlendirmek için henüz erken olabilir ancak ilk izlenimlerimi paylaşmak isterim. Swissotel seviyesinde bir fiziksel kalite hassasiyeti ne yazık ki hissedilmiyor. Evet, personel oldukça ilgili ve yardımsever; bu önemli bir artı. Ancak otelin genel konforu, detaylara gösterilen özen ve atmosfer anlamında Swissotel markasından beklenen düzeyde bir deneyim yaşadığımı söyleyemem. Umarım otelden ayrılmadan güncelleme notu ekleyip erken değerlendirdim çok iyiydi diyebilirim. Yoruma devam ediyorum, gittikçe daha iyiye gidiyor. Kahvaltı salonu/bahçesi gayet iyi eksiksiz bence. Yiyecekler aradığım her şey mevcuttu.","Odalar4,0Hizmet5,0Konum4,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun",Google üzerinde bir yıl önce düzenlendi,4/5
Swissôtel Living Bodrum,Otele gelir gelmez arabada karşılandık ve lobiye eşlik edindi. Lobide hoşgeldin içeçeklerimiz servis edilirken bir anda giriş işlemlerimiz tamamlandı. Gerçekten etkileyiciydi. Odamız erken hazırlandı ve yardımcı olundu. Yorumlarda kahvaltının kötü olduğu yazıyodu ama bence iyiydi sadece sıcaklar tarafındaki ürünler gerçekten kötüydü biz onlar yerine her gün omlet istedik talep üzerine hazırlandığı için taze ve sıcaktı. Tek sorun kahvaltı azıcık kalabalıklaşınca sipariş unutuluyor ve 40 dkk yakın bekliyorsunuz bir omlet için biz 2 gün kahvaltı bittikten sonra geldiği için yemedik. Odadan yapılan talepler mesela pamuk istiyorsunuz 40 dkk. Eğer bir ürün gecikecekse haber verilmesi gerektiğini düşünüyorum. Özür mahiyetinde bizlerin her zaman rahat bir konaklama geçirmesini sağlayan Simay Hanıma ayrıca teşekkür ederiz. Bizi her sabah tanıyarak ve bizden önce omlet siparişimizi veren Faruk beye teşekkür ederiz. Odalar temiz ama çay kahve yenilenmesi eksik bardağımız kırık konulmuştu ve bu yüzden elimi kesiyordum. Havuzları beach hepsi çok temizdi. Ben her sabah spora gittim ve fitness aletlerinin bazıları bozuktu ve başında yönlendirme yapan kimse yoktu. Makinaları çözmek baya zor oldu gerçekten. Ama onun dışında orasıda temizdi her gün makinalar siliniyor ve temiz havlu bırakılıyor. Son olarak oda serviside gayet başarılı. Club Sandviç söyledik gayet 2 kişi doyduk ve lezzetliydi. Otelde yaşadığımız en kötü deneyim odamızda rahatsız etmeyin butonu açıkken odaya izinsiz girilip çay kahve eklenmesiydi. Bunun bir daha yaşanmaması için ekibin ellerinden geleni yapması gerek. Unutmadan girişte cıkısta tüm güler yüzü ve sıcak servisiyle özcan beyede teşekkür ederiz,"Odalar5,0Hizmet3,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Sessiz · Çocuklar için uygun
Yakındaki etkinliklerOtelde etkinlik düzenlendiğini hiç görmedim
Yürüme olanaklarıOtel çok uçta kalıyor ve yuruyerek hiç biryere ulaşamazsınız. Araçla gelinmeli yada taksi
Yiyecek ve içeceklerBeachte ve havuzda yiyecek servisi yok bence buyuk bir eksiklik",Google üzerinde 11 ay önce,4/5
Swissôtel Living Bodrum,Ela hanım güney bey Pelin hanım Ökkeş bey ve Mert beye ayriyeten çok teşekkür ederiz tatil planı için önerebildiğim tek Adres,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz · Çocuklar için uygun · Büyük fırsat · İleri teknolojili",Google üzerinde 2 ay önce,5/5
